sku,days,action,reason,price,new_price,priceTrace,new_priceTrace
2025_0125_6943_used02_880_1,261,price_down_1,Rule for 261 days (price_down_1),4237,4195.0,0,0.0
2025_0125_8232_used02_550_1,261,price_down_1,Rule for 261 days (price_down_1),2749,2722.0,0,0.0
2025_0125_8243_used02_550_1,261,price_down_1,Rule for 261 days (price_down_1),1548,1533.0,0,0.0
2025_0125_8950_new_550_1,261,price_down_1,Rule for 261 days (price_down_1),1555,1539.0,0,0.0
2025_0125_8978_used02_330_1,261,price_down_1,Rule for 261 days (price_down_1),2178,2156.0,0,0.0
250518-N-S-K2-001-OT-1-004,148,price_down_1,Rule for 148 days (price_down_1) (Profit Guard Applied),1096,1096.0,0,0.0
250518-N-S-K2-002-OT-1-012,148,price_down_1,Rule for 148 days (price_down_1),4950,4900.0,0,0.0
250518-N-S-K2-009-GA-2-029,148,price_down_1,Rule for 148 days (price_down_1),6910,6841.0,0,0.0
250518-N-S-K2-009-OT-1-030,148,price_down_1,Rule for 148 days (price_down_1),1980,1960.0,0,0.0
250518-N-S-K2-011-OT-1-033,148,price_down_1,Rule for 148 days (price_down_1),1620,1604.0,0,0.0
250518-U-S-K2-001-OT-2-009,148,price_down_1,Rule for 148 days (price_down_1),2376,2352.0,0,0.0
250518-U-S-K2-003-OT-1-024,148,price_down_1,Rule for 148 days (price_down_1),2257,2234.0,0,0.0
250518-U-S-K2-007-OT-1-035,148,price_down_1,Rule for 148 days (price_down_1),1762,1744.0,0,0.0
250518-U-S-K2-007-OT-1-037,148,price_down_1,Rule for 148 days (price_down_1) (Profit Guard Applied),1712,1695.0,0,0.0
250519-N-L-XX-000-BK-1-011,147,price_down_1,Rule for 147 days (price_down_1),8247,8165.0,0,0.0
250519-N-L-XX-000-TO-1-012,147,price_down_1,Rule for 147 days (price_down_1),3465,3430.0,0,0.0
250519-U-L-XX-000-TO-1-002,147,price_down_1,Rule for 147 days (price_down_1),3742,3705.0,0,0.0
250524-N-S-K2-012-TO-1-005,142,price_down_1,Rule for 142 days (price_down_1),3465,3430.0,0,0.0
250524-U-S-K2-012-OT-1-003,142,price_down_1,Rule for 142 days (price_down_1),4455,4410.0,0,0.0
250526-1-S-H1-009-00-1-038,140,price_down_1,Rule for 140 days (price_down_1),2554,2528.0,0,0.0
250526-11-S-H1-000-00-2-040,140,price_down_1,Rule for 140 days (price_down_1),5227,5175.0,0,0.0
250526-11-S-H1-007-00-1-034,140,price_down_1,Rule for 140 days (price_down_1),7439,7365.0,0,0.0
250526-2-S-H1-001-00-1-002,140,price_down_1,Rule for 140 days (price_down_1),4950,4900.0,0,0.0
250526-2-S-H1-002-00-1-005,140,price_down_1,Rule for 140 days (price_down_1),4455,4410.0,0,0.0
250526-2-S-H1-002-00-1-008,140,price_down_1,Rule for 140 days (price_down_1),2950,2920.0,0,0.0
250526-2-S-H1-004-00-1-020,140,price_down_1,Rule for 140 days (price_down_1),2901,2872.0,0,0.0
250526-2-S-H1-007-00-1-030,140,price_down_1,Rule for 140 days (price_down_1),5722,5665.0,0,0.0
250526-2-S-H1-009-00-1-036,140,price_down_1,Rule for 140 days (price_down_1),2822,2794.0,0,0.0
250528-11-H-Z9-000--1-002,138,price_down_1,Rule for 138 days (price_down_1),2532,2507.0,0,0.0
250528-11-H-Z9-000--1-011,138,price_down_1,Rule for 138 days (price_down_1),1980,1960.0,0,0.0
250528-11-H-Z9-000--1-012,138,price_down_1,Rule for 138 days (price_down_1),3465,3430.0,0,0.0
250602-1-S-C2-001-Z-1-010,133,price_down_1,Rule for 133 days (price_down_1),1960,1940.0,0,0.0
250602-1-S-C2-001-Z-1-025,133,price_down_1,Rule for 133 days (price_down_1),2624,2598.0,0,0.0
250602-1-S-C2-001-Z-1-034,133,price_down_1,Rule for 133 days (price_down_1),5623,5567.0,0,0.0
250602-1-S-C2-001-Z-1-040,133,price_down_1,Rule for 133 days (price_down_1),2950,2920.0,0,0.0
250602-11-S-C2-001-Z-1-035,133,price_down_1,Rule for 133 days (price_down_1),2178,2156.0,0,0.0
250602-11-S-C2-001-Z-1-042,133,price_down_1,Rule for 133 days (price_down_1),1960,1940.0,0,0.0
250602-2-S-C2-001-Z-1-005,133,price_down_1,Rule for 133 days (price_down_1),2376,2352.0,0,0.0
250602-2-S-C2-001-Z-1-015,133,price_down_1,Rule for 133 days (price_down_1),5148,5097.0,0,0.0
250602-2-S-C2-001-Z-1-021,133,price_down_1,Rule for 133 days (price_down_1),3960,3920.0,0,0.0
250602-2-S-C2-001-Z-1-022,133,price_down_1,Rule for 133 days (price_down_1),4930,4881.0,0,0.0
250602-2-S-C2-001-Z-1-032,133,price_down_1,Rule for 133 days (price_down_1),2475,2450.0,0,0.0
250602-2-S-C2-001-Z-1-036,133,price_down_1,Rule for 133 days (price_down_1),3841,3803.0,0,0.0
250602-2-S-C2-001-Z-1-044,133,price_down_1,Rule for 133 days (price_down_1),3445,3411.0,0,0.0
250607-UX-L-C2-003-4950-1-013,128,price_down_1,Rule for 128 days (price_down_1),3999,3959.0,0,0.0
250609-UX-L-T1-002-ta6390-1-030,126,price_down_1,Rule for 126 days (price_down_1),12822,12694.0,0,0.0
250609-UX-N-T1-005--1-022,126,price_down_1,Rule for 126 days (price_down_1),2356,2332.0,0,0.0
250609-UX-N-T1-005--1-024,126,price_down_1,Rule for 126 days (price_down_1),1980,1960.0,0,0.0
250609-UX-N-T1-005--1-025,126,price_down_1,Rule for 126 days (price_down_1),2376,2352.0,0,0.0
250609-UX-N-T1-005--1-026,126,price_down_1,Rule for 126 days (price_down_1),2356,2332.0,0,0.0
250609-UX-N-T1-008-ta2800-1-018,126,price_down_1,Rule for 126 days (price_down_1),3940,3901.0,0,0.0
250609-UX-N-T1-012--1-006,126,price_down_1,Rule for 126 days (price_down_1),3940,3901.0,0,0.0
250609-UX-N-T1-012--1-008,126,price_down_1,Rule for 126 days (price_down_1),3346,3313.0,0,0.0
250609-UX-N-T1-012--1-010,126,price_down_1,Rule for 126 days (price_down_1),2079,2058.0,0,0.0
250615-UX-N-C3-001--1-001,120,price_down_1,Rule for 120 days (price_down_1),9129,9038.0,0,0.0
250615-UX-N-C3-002--1-008,120,price_down_1,Rule for 120 days (price_down_1),2950,2920.0,0,0.0
250615-UX-N-C3-002--1-013,120,price_down_1,Rule for 120 days (price_down_1),3940,3901.0,0,0.0
250615-UX-N-C3-002-ta1980-1-010,120,price_down_1,Rule for 120 days (price_down_1),3465,3430.0,0,0.0
250615-UX-N-C3-002-ta2198-1-005,120,price_down_1,Rule for 120 days (price_down_1),2970,2940.0,0,0.0
250615-UX-N-C3-003--1-021,120,price_down_1,Rule for 120 days (price_down_1),2376,2352.0,0,0.0
250615-UX-N-C3-003--3-022,120,price_down_1,Rule for 120 days (price_down_1),2950,2920.0,0,0.0
250615-UX-N-C3-003-ta5480-1-020,120,price_down_1,Rule for 120 days (price_down_1),6674,6607.0,0,0.0
250615-UX-N-C3-004--1-023,120,price_down_1,Rule for 120 days (price_down_1),5425,5371.0,0,0.0
250615-UX-N-C3-004--1-024,120,price_down_1,Rule for 120 days (price_down_1),3762,3724.0,0,0.0
250615-UX-N-C3-004--1-025,120,price_down_1,Rule for 120 days (price_down_1),7900,7821.0,0,0.0
250615-UX-N-C3-005--2-027,120,price_down_1,Rule for 120 days (price_down_1),1782,1764.0,0,0.0
250615-UX-N-C3-005-ta2880-1-026,120,price_down_1,Rule for 120 days (price_down_1),3643,3607.0,0,0.0
250615-UX-N-C3-006--1-028,120,price_down_1,Rule for 120 days (price_down_1),3465,3430.0,0,0.0
250615-UX-N-C3-006--1-030,120,price_down_1,Rule for 120 days (price_down_1),1664,1647.0,0,0.0
250615-UX-N-C3-006--1-031,120,price_down_1,Rule for 120 days (price_down_1),1188,1176.0,0,0.0
250615-UX-N-C3-006-ta2980-1-029,120,price_down_1,Rule for 120 days (price_down_1),3465,3430.0,0,0.0
250621-1-004-NA,114,price_down_1,Rule for 114 days (price_down_1),891,882.0,0,0.0
250621-1-021-NA,114,price_down_1,Rule for 114 days (price_down_1),2970,2940.0,0,0.0
250621-1-022-TA9500,114,price_down_1,Rule for 114 days (price_down_1),10870,10761.0,0,0.0
250621-1-026-NA,114,price_down_1,Rule for 114 days (price_down_1),1960,1940.0,0,0.0
250621-1-029-NA,114,price_down_1,Rule for 114 days (price_down_1),1485,1470.0,0,0.0
250621-11-027-NA,114,price_down_1,Rule for 114 days (price_down_1),3940,3901.0,0,0.0
250621-2-002-TA4200,114,price_down_1,Rule for 114 days (price_down_1),6217,6155.0,0,0.0
250621-2-005-NA,114,price_down_1,Rule for 114 days (price_down_1),2178,2156.0,0,0.0
250621-2-006-TA5980,114,price_down_1,Rule for 114 days (price_down_1),8078,7997.0,0,0.0
250621-2-011-NA,114,price_down_1,Rule for 114 days (price_down_1),2059,2038.0,0,0.0
250621-2-012-TA3500,114,price_down_1,Rule for 114 days (price_down_1),4455,4410.0,0,0.0
250621-2-013-NA,114,price_down_1,Rule for 114 days (price_down_1),3742,3705.0,0,0.0
250621-2-017-NA,114,price_down_1,Rule for 114 days (price_down_1),3940,3901.0,0,0.0
250621-2-020-NA,114,price_down_1,Rule for 114 days (price_down_1),5827,5769.0,0,0.0
250621-2-024-NA,114,price_down_1,Rule for 114 days (price_down_1),2455,2430.0,0,0.0
250621-2-034-NA,114,price_down_1,Rule for 114 days (price_down_1),1960,1940.0,0,0.0
250621-2-035-NA,114,price_down_1,Rule for 114 days (price_down_1),3445,3411.0,0,0.0
250621-2-038-NA,114,price_down_1,Rule for 114 days (price_down_1),1960,1940.0,0,0.0
250621-2-040-NA,114,price_down_1,Rule for 114 days (price_down_1),3148,3117.0,0,0.0
250621-2-045-NA,114,price_down_1,Rule for 114 days (price_down_1),3465,3430.0,0,0.0
250628-1-006-NA,107,price_down_1,Rule for 107 days (price_down_1),1762,1744.0,0,0.0
250628-1-007-NA,107,price_down_1,Rule for 107 days (price_down_1),1782,1764.0,0,0.0
250628-1-019-NA,107,price_down_1,Rule for 107 days (price_down_1),4851,4802.0,0,0.0
250628-1-024-NA,107,price_down_1,Rule for 107 days (price_down_1),1777,1759.0,0,0.0
250628-1-042-NA,107,price_down_1,Rule for 107 days (price_down_1),7920,7841.0,0,0.0
250628-11-015-NA,107,price_down_1,Rule for 107 days (price_down_1),1574,1558.0,0,0.0
250628-11-016-NA,107,price_down_1,Rule for 107 days (price_down_1),6792,6724.0,0,0.0
250628-11-018-NA,107,price_down_1,Rule for 107 days (price_down_1),3881,3842.0,0,0.0
250628-2-003-NA,107,price_down_1,Rule for 107 days (price_down_1),6930,6861.0,0,0.0
250628-2-008-NA,107,price_down_1,Rule for 107 days (price_down_1),3940,3901.0,0,0.0
250628-2-011-NA,107,price_down_1,Rule for 107 days (price_down_1),3465,3430.0,0,0.0
250628-2-012-NA,107,price_down_1,Rule for 107 days (price_down_1),3901,3862.0,0,0.0
250628-2-013-NA,107,price_down_1,Rule for 107 days (price_down_1),2970,2940.0,0,0.0
250628-2-020-NA,107,price_down_1,Rule for 107 days (price_down_1),2238,2216.0,0,0.0
250628-2-029-NA,107,price_down_1,Rule for 107 days (price_down_1),3940,3901.0,0,0.0
250628-2-031-NA,107,price_down_1,Rule for 107 days (price_down_1),2356,2332.0,0,0.0
250628-2-034-NA,107,price_down_1,Rule for 107 days (price_down_1),4410,4366.0,0,0.0
250628-2-037-NA,107,price_down_1,Rule for 107 days (price_down_1),2475,2450.0,0,0.0
250628-2-039-NA,107,price_down_1,Rule for 107 days (price_down_1),4400,4356.0,0,0.0
250628-2-040-NA,107,price_down_1,Rule for 107 days (price_down_1),3752,3714.0,0,0.0
250628-2-041-NA,107,price_down_1,Rule for 107 days (price_down_1),7800,7722.0,0,0.0
250628-2-045-NA,107,price_down_1,Rule for 107 days (price_down_1),7880,7801.0,0,0.0
250628-2-050-NA,107,price_down_1,Rule for 107 days (price_down_1),4336,4293.0,0,0.0
250628-2-052-NA,107,price_down_1,Rule for 107 days (price_down_1),2257,2234.0,0,0.0
250702-2-006,103,price_down_1,Rule for 103 days (price_down_1),5920,5861.0,0,0.0
250702-2-014-Q4,103,price_down_1,Rule for 103 days (price_down_1),3247,3215.0,0,0.0
250702-2-019,103,price_down_1,Rule for 103 days (price_down_1),3247,3215.0,0,0.0
250702-2-021-Q4,103,price_down_1,Rule for 103 days (price_down_1),3940,3901.0,0,0.0
250705-1-001,100,price_down_1,Rule for 100 days (price_down_1),3445,3411.0,1,1.0
250705-1-002,100,price_down_1,Rule for 100 days (price_down_1),2980,2950.0,1,1.0
250705-1-008-Q4,100,price_down_1,Rule for 100 days (price_down_1),4300,4257.0,1,1.0
250705-11-005,100,price_down_1,Rule for 100 days (price_down_1),1881,1862.0,1,1.0
250705-11-040,100,price_down_1,Rule for 100 days (price_down_1),1400,1386.0,1,1.0
250705-2-007,100,price_down_1,Rule for 100 days (price_down_1),2380,2356.0,1,1.0
250705-2-014,100,price_down_1,Rule for 100 days (price_down_1),2680,2653.0,1,1.0
250705-2-016-Q4,100,price_down_1,Rule for 100 days (price_down_1),3580,3544.0,1,1.0
250705-2-020,100,price_down_1,Rule for 100 days (price_down_1),3267,3234.0,1,1.0
250705-2-024,100,price_down_1,Rule for 100 days (price_down_1),2376,2352.0,1,1.0
250705-2-031,100,price_down_1,Rule for 100 days (price_down_1),2880,2851.0,1,1.0
250705-2-032-Q4,100,price_down_1,Rule for 100 days (price_down_1),6950,6880.0,1,1.0
250705-2-037,100,price_down_1,Rule for 100 days (price_down_1),3980,3940.0,1,1.0
250705-2-039-Q4,100,price_down_1,Rule for 100 days (price_down_1),4158,4116.0,1,1.0
250705-2-047-Q4,100,price_down_1,Rule for 100 days (price_down_1),3940,3901.0,1,1.0
250713-1-006,92,price_down_1,Rule for 92 days (price_down_1),3500,3465.0,1,1.0
250713-1-020,92,price_down_1,Rule for 92 days (price_down_1),4000,3960.0,1,1.0
250713-1-022,92,price_down_1,Rule for 92 days (price_down_1),1700,1683.0,1,1.0
250713-11-021,92,price_down_1,Rule for 92 days (price_down_1),5800,5742.0,1,1.0
250713-11-023,92,price_down_1,Rule for 92 days (price_down_1),2950,2920.0,1,1.0
250713-2-001,92,price_down_1,Rule for 92 days (price_down_1),3000,2970.0,1,1.0
250713-2-002,92,price_down_1,Rule for 92 days (price_down_1),7500,7425.0,1,1.0
250713-2-004,92,price_down_1,Rule for 92 days (price_down_1),4200,4158.0,1,1.0
250713-2-010,92,price_down_1,Rule for 92 days (price_down_1),3940,3901.0,1,1.0
250713-2-012,92,price_down_1,Rule for 92 days (price_down_1),2398,2374.0,1,1.0
250713-2-013,92,price_down_1,Rule for 92 days (price_down_1),4680,4633.0,1,1.0
250713-2-014,92,price_down_1,Rule for 92 days (price_down_1),6533,6468.0,1,1.0
250713-2-018,92,price_down_1,Rule for 92 days (price_down_1),3924,3885.0,1,1.0
250713-2-026,92,price_down_1,Rule for 92 days (price_down_1) (Profit Guard Applied),2254,2272.0,1,1.0
250713-2-027,92,price_down_1,Rule for 92 days (price_down_1),7280,7207.0,1,1.0
250713-2-028,92,price_down_1,Rule for 92 days (price_down_1),2880,2851.0,1,1.0
250713-2-029,92,price_down_1,Rule for 92 days (price_down_1),2940,2911.0,1,1.0
250713-2-033,92,price_down_1,Rule for 92 days (price_down_1),3380,3346.0,1,1.0
250713-2-035,92,price_down_1,Rule for 92 days (price_down_1) (Profit Guard Applied),2995,3295.0,1,1.0
250720-1-012-Q4,85,priceTrace,Rule for 85 days (priceTrace),9900,9900.0,1,1.0
250720-1-013,85,priceTrace,Rule for 85 days (priceTrace),1580,1580.0,1,1.0
250720-11-025,85,priceTrace,Rule for 85 days (priceTrace),2980,2980.0,1,1.0
250720-2-011-Q4,85,priceTrace,Rule for 85 days (priceTrace),2180,2180.0,1,1.0
250720-2-017,85,priceTrace,Rule for 85 days (priceTrace),3267,3267.0,1,1.0
250720-2-023-Q4,85,priceTrace,Rule for 85 days (priceTrace),5740,5740.0,1,1.0
250720-2-024-Q4,85,priceTrace,Rule for 85 days (priceTrace),3080,3080.0,1,1.0
250720-2-026-Q4,85,priceTrace,Rule for 85 days (priceTrace),5800,5800.0,1,1.0
250727-1-002,78,priceTrace,Rule for 78 days (priceTrace),4000,4000.0,1,1.0
250727-2-001,78,priceTrace,Rule for 78 days (priceTrace),2380,2380.0,1,1.0
250727-2-007,78,priceTrace,Rule for 78 days (priceTrace),2455,2455.0,1,1.0
250727-2-008,78,priceTrace,Rule for 78 days (priceTrace),5980,5980.0,1,1.0
250727-2-010-Q4,78,priceTrace,Rule for 78 days (priceTrace),4290,4290.0,1,1.0
250727-2-015-Q4,78,priceTrace,Rule for 78 days (priceTrace),3643,3643.0,1,1.0
250727-2-019-Q4,78,priceTrace,Rule for 78 days (priceTrace),3544,3544.0,1,1.0
250727-2-021,78,priceTrace,Rule for 78 days (priceTrace),2780,2780.0,1,1.0
250727-2-024-Q4,78,priceTrace,Rule for 78 days (priceTrace),7800,7800.0,1,1.0
250727-2-028-Q4,78,priceTrace,Rule for 78 days (priceTrace),4300,4300.0,1,1.0
250727-2-029-Q4,78,priceTrace,Rule for 78 days (priceTrace),7980,7980.0,1,1.0
250727-2-030-Q4,78,priceTrace,Rule for 78 days (priceTrace),4480,4480.0,1,1.0
250727-2-031-Q4,78,priceTrace,Rule for 78 days (priceTrace),9181,9181.0,1,1.0
250727-2-033,78,priceTrace,Rule for 78 days (priceTrace),2800,2800.0,1,1.0
250727-2-036-Q4,78,priceTrace,Rule for 78 days (priceTrace),4300,4300.0,1,1.0
250727-3-012,78,priceTrace,Rule for 78 days (priceTrace),2280,2280.0,1,1.0
250805-2-003,69,priceTrace,Rule for 69 days (priceTrace),8580,8580.0,1,1.0
250805-2-004,69,priceTrace,Rule for 69 days (priceTrace),4727,4727.0,1,1.0
250805-2-005-Q4,69,priceTrace,Rule for 69 days (priceTrace),4980,4980.0,1,1.0
250805-2-007-Q4,69,priceTrace,Rule for 69 days (priceTrace),12980,12980.0,1,1.0
250805-2-008,69,priceTrace,Rule for 69 days (priceTrace),4800,4800.0,1,1.0
250805-2-010-Q3,69,priceTrace,Rule for 69 days (priceTrace),5080,5080.0,1,1.0
250805-2-012-Q4,69,priceTrace,Rule for 69 days (priceTrace),13000,13000.0,1,1.0
250805-2-014-Q4,69,priceTrace,Rule for 69 days (priceTrace),7800,7800.0,1,1.0
250805-2-018,69,priceTrace,Rule for 69 days (priceTrace),1980,1980.0,1,1.0
250805-2-019,69,priceTrace,Rule for 69 days (priceTrace),2500,2500.0,1,1.0
250805-2-023-Q4,69,priceTrace,Rule for 69 days (priceTrace),9600,9600.0,1,1.0
250805-2-024-Q4,69,priceTrace,Rule for 69 days (priceTrace),3380,3380.0,1,1.0
250805-2-025,69,priceTrace,Rule for 69 days (priceTrace),2950,2950.0,1,1.0
250805-2-026-Q4,69,priceTrace,Rule for 69 days (priceTrace),5500,5500.0,1,1.0
250805-2-027,69,priceTrace,Rule for 69 days (priceTrace),5980,5980.0,1,1.0
250805-2-029,69,priceTrace,Rule for 69 days (priceTrace),3840,3840.0,1,1.0
250810-1-001,64,priceTrace,Rule for 64 days (priceTrace),2350,2350.0,1,1.0
250810-1-045,64,priceTrace,Rule for 64 days (priceTrace),2500,2500.0,1,1.0
250810-1-054,64,priceTrace,Rule for 64 days (priceTrace),2980,2980.0,1,1.0
250810-11-006,64,priceTrace,Rule for 64 days (priceTrace),4358,4358.0,1,1.0
250810-11-048,64,priceTrace,Rule for 64 days (priceTrace),1089,1089.0,1,1.0
250810-11-055,64,priceTrace,Rule for 64 days (priceTrace),4980,4980.0,1,1.0
250810-2-002,64,priceTrace,Rule for 64 days (priceTrace),5980,5980.0,1,1.0
250810-2-003,64,priceTrace,Rule for 64 days (priceTrace),2980,2980.0,1,1.0
250810-2-013,64,priceTrace,Rule for 64 days (priceTrace),2000,2000.0,1,1.0
250810-2-015-Q4,64,priceTrace,Rule for 64 days (priceTrace),2980,2980.0,1,1.0
250810-2-016-Q4,64,priceTrace,Rule for 64 days (priceTrace),2880,2880.0,1,1.0
250810-2-024,64,priceTrace,Rule for 64 days (priceTrace),3980,3980.0,1,1.0
250810-2-026,64,priceTrace,Rule for 64 days (priceTrace),1400,1400.0,1,1.0
250810-2-027,64,priceTrace,Rule for 64 days (priceTrace),1700,1700.0,1,1.0
250810-2-030,64,priceTrace,Rule for 64 days (priceTrace),2980,2980.0,1,1.0
250810-2-032,64,priceTrace,Rule for 64 days (priceTrace),7980,7980.0,1,1.0
250810-2-035,64,priceTrace,Rule for 64 days (priceTrace),2970,2970.0,1,1.0
250810-2-036,64,priceTrace,Rule for 64 days (priceTrace),3200,3200.0,1,1.0
250810-2-038-Q4,64,priceTrace,Rule for 64 days (priceTrace),6480,6480.0,1,1.0
250810-2-042-Q4,64,priceTrace,Rule for 64 days (priceTrace),9980,9980.0,1,1.0
250810-2-053-Q4,64,priceTrace,Rule for 64 days (priceTrace),3762,3762.0,1,1.0
250816-1-016,58,priceTrace,Rule for 58 days (priceTrace),1980,1980.0,1,1.0
250816-1-019,58,priceTrace,Rule for 58 days (priceTrace),3850,3850.0,1,1.0
250816-11-002,58,priceTrace,Rule for 58 days (priceTrace),1477,1477.0,1,1.0
250816-11-014,58,priceTrace,Rule for 58 days (priceTrace),2480,2480.0,1,1.0
250816-2-003,58,priceTrace,Rule for 58 days (priceTrace),2680,2680.0,1,1.0
250816-2-004,58,priceTrace,Rule for 58 days (priceTrace),2500,2500.0,1,1.0
250816-2-005,58,priceTrace,Rule for 58 days (priceTrace),4500,4500.0,1,1.0
250816-2-006,58,priceTrace,Rule for 58 days (priceTrace),4280,4280.0,1,1.0
250816-2-020-Q4,58,priceTrace,Rule for 58 days (priceTrace),7580,7580.0,1,1.0
250816-2-021-Q4,58,priceTrace,Rule for 58 days (priceTrace),7824,7824.0,1,1.0
250816-2-022,58,priceTrace,Rule for 58 days (priceTrace),3980,3980.0,1,1.0
250816-2-024,58,priceTrace,Rule for 58 days (priceTrace),2200,2200.0,1,1.0
250816-2-026,58,priceTrace,Rule for 58 days (priceTrace),8800,8800.0,0,1.0
250816-2-030,58,priceTrace,Rule for 58 days (priceTrace),2178,2178.0,1,1.0
250816-2-032,58,priceTrace,Rule for 58 days (priceTrace),3800,3800.0,1,1.0
250816-3-025,58,priceTrace,Rule for 58 days (priceTrace),4580,4580.0,1,1.0
250816-3-028,58,priceTrace,Rule for 58 days (priceTrace),4000,4000.0,1,1.0
250830-1-006,44,priceTrace,Rule for 44 days (priceTrace),2800,2800.0,1,1.0
250830-1-007,44,priceTrace,Rule for 44 days (priceTrace),3800,3800.0,1,1.0
250830-1-018,44,priceTrace,Rule for 44 days (priceTrace),11158,11158.0,1,1.0
250830-1-030,44,priceTrace,Rule for 44 days (priceTrace),2380,2380.0,1,1.0
250830-11-004,44,priceTrace,Rule for 44 days (priceTrace),1980,1980.0,1,1.0
250830-2-001,44,priceTrace,Rule for 44 days (priceTrace),5832,5832.0,1,1.0
250830-2-008-Q4,44,priceTrace,Rule for 44 days (priceTrace),3680,3680.0,1,1.0
250830-2-009,44,priceTrace,Rule for 44 days (priceTrace),3500,3500.0,1,1.0
250830-2-011,44,priceTrace,Rule for 44 days (priceTrace),3380,3380.0,1,1.0
250830-2-020-Q4,44,priceTrace,Rule for 44 days (priceTrace),6480,6480.0,1,1.0
250830-2-021-Q4,44,priceTrace,Rule for 44 days (priceTrace),4580,4580.0,1,1.0
250830-2-023,44,priceTrace,Rule for 44 days (priceTrace),3747,3747.0,1,1.0
250830-2-024,44,priceTrace,Rule for 44 days (priceTrace),1280,1280.0,1,1.0
250830-2-026-Q4,44,priceTrace,Rule for 44 days (priceTrace),4500,4500.0,1,1.0
250830-2-028-Q3,44,priceTrace,Rule for 44 days (priceTrace),1998,1998.0,1,1.0
250830-2-031-Q4,44,priceTrace,Rule for 44 days (priceTrace),6214,6214.0,1,1.0
250830-2-032-Q4,44,priceTrace,Rule for 44 days (priceTrace),4929,4929.0,1,1.0
250830-2-034,44,priceTrace,Rule for 44 days (priceTrace),1970,1970.0,1,1.0
250830-2-035,44,priceTrace,Rule for 44 days (priceTrace),3168,3168.0,0,1.0
250830-2-038-Q4,44,priceTrace,Rule for 44 days (priceTrace),2580,2580.0,1,1.0
250830-3-016-Q4,44,priceTrace,Rule for 44 days (priceTrace),6600,6600.0,1,1.0
250830-3-037-Q4,44,priceTrace,Rule for 44 days (priceTrace),4480,4480.0,1,1.0
250906-1-007,37,priceTrace,Rule for 37 days (priceTrace),3445,3445.0,0,1.0
250906-1-011,37,priceTrace,Rule for 37 days (priceTrace),2200,2200.0,0,1.0
250906-1-023-Q4,37,priceTrace,Rule for 37 days (priceTrace),12000,12000.0,0,1.0
250906-1-024,37,priceTrace,Rule for 37 days (priceTrace),5200,5200.0,0,1.0
250906-1-035,37,priceTrace,Rule for 37 days (priceTrace),1500,1500.0,0,1.0
250906-1-043,37,priceTrace,Rule for 37 days (priceTrace),2500,2500.0,0,1.0
250906-1-044,37,priceTrace,Rule for 37 days (priceTrace),4980,4980.0,0,1.0
250906-11-005-Q4,37,priceTrace,Rule for 37 days (priceTrace),11200,11200.0,0,1.0
250906-11-006,37,priceTrace,Rule for 37 days (priceTrace),2574,2574.0,0,1.0
250906-11-008,37,priceTrace,Rule for 37 days (priceTrace),5519,5519.0,0,1.0
250906-11-010,37,priceTrace,Rule for 37 days (priceTrace),1881,1881.0,0,1.0
250906-11-037,37,priceTrace,Rule for 37 days (priceTrace),2700,2700.0,0,1.0
250906-11-040-Q4,37,priceTrace,Rule for 37 days (priceTrace),5698,5698.0,0,1.0
