"sku","asin","title","days","action","reason","price","new_price","priceTrace","new_priceTrace","priceTraceChange"
"250602-1-S-C2-001-Z-1-030","B087Z4SMKY","バッファロー (BUFFALO) 無線LAN親機 11ac/n/a/g/b 866+300Mbps WSR-1166DHPL2","145","price_down_1","Rule for 145 days (price_down_1)","2980","2950.0","0","0","0.0"
"250602-1-S-C2-001-Z-1-034","B0019SZZZM","サンワサプライ 高性能ディスプレイ分配器(4分配) VGA-SP4","145","price_down_1","Rule for 145 days (price_down_1)","5511","5456.0","0","0","0.0"
"250602-11-S-C2-001-Z-1-035","B003Q4G916","【純正品】 シャープ 加湿フィルター セラミックファンヒーター用 HX-FK2","145","price_down_1","Rule for 145 days (price_down_1)","2134","2113.0","0","0","0.0"
"250602-2-S-C2-001-Z-1-005","B00DQLWWI8","くもん出版 くもんのジグソーパズル STEP3 すごいぞ はたらく車 知育玩具 おもちゃ 2.5歳以上 KUMON","145","price_down_1","Rule for 145 days (price_down_1)","2328","2305.0","0","0","0.0"
"250602-2-S-C2-001-Z-1-015","B006IZX9X6","カシオ ラベルライター ネームランド エントリーモデル KL-P30BU ブルー","145","price_down_1","Rule for 145 days (price_down_1)","5046","4996.0","0","0","0.0"
"250602-2-S-C2-001-Z-1-021","B0B4RPYLYR","[バンダイ] ウルトラマンデッカー DXウルトラデュアルソード(対象年齢:3歳以上)","145","price_down_1","Rule for 145 days (price_down_1)","3881","3842.0","0","0","0.0"
"250602-2-S-C2-001-Z-1-022","B092VLG3RV","[バンダイ] DX最強なりきりセット","145","price_down_1","Rule for 145 days (price_down_1)","4832","4784.0","0","0","0.0"
"250602-2-S-C2-001-Z-1-036","B00BTVH3M2","脳活キューブ","145","price_down_1","Rule for 145 days (price_down_1)","3765","3727.0","0","0","0.0"
"250602-2-S-C2-001-Z-1-044","B018S0WCW2","仮面ライダーゴースト ゴーストガジェットシリーズ04 クモランタン","145","price_down_1","Rule for 145 days (price_down_1)","3377","3343.0","0","0","0.0"
"250607-UX-L-C2-003-4950-1-013","B08GXHFX59","[バンダイ] 仮面ライダーセイバー 変身聖剣 DX土豪剣激土","140","price_down_1","Rule for 140 days (price_down_1)","3919","3880.0","0","0","0.0"
"250609-UX-L-T1-002-ta6390-1-030","B01LC5XFF8","仮面ライダーエグゼイド DXゲーマドライバー&キメワザスロットホルダーセット","138","price_down_1","Rule for 138 days (price_down_1)","12567","12441.0","0","0","0.0"
"250609-UX-N-T1-005--1-022","B001VA8LJ0","ジョイパレット(JOYPALETTE) アンパンマン NEW まるまるパズル","138","price_down_1","Rule for 138 days (price_down_1)","2309","2286.0","0","0","0.0"
"250609-UX-N-T1-005--1-024","B00739MQSK","くもん出版(KUMON PUBLISHING) くもんのジグソーパズル STEP2 はやいぞ しんかんせん 知育玩具 おもちゃ 2歳以上 KUMON","138","price_down_1","Rule for 138 days (price_down_1)","1940","1921.0","0","0","0.0"
"250609-UX-N-T1-005--1-025","B00739MQOE","くもん出版 くもんのジグソーパズル STEP2 なかよし どうぶつファミリー 知育玩具 おもちゃ 2歳以上 KUMON","138","price_down_1","Rule for 138 days (price_down_1)","2328","2305.0","0","0","0.0"
"250609-UX-N-T1-005--1-026","B006HXNME0","パンダおにぎりセット 75924","138","price_down_1","Rule for 138 days (price_down_1)","2309","2286.0","0","0","0.0"
"250609-UX-N-T1-008-ta2800-1-018","B00P5XVATW","仮面ライダードライブ 超絶運転 DXハンドル剣","138","price_down_1","Rule for 138 days (price_down_1)","3862","3823.0","0","0","0.0"
"250609-UX-N-T1-012--1-006","B0013NG05W","スケッチ水彩 12色","138","price_down_1","Rule for 138 days (price_down_1)","3862","3823.0","0","0","0.0"
"250609-UX-N-T1-012--1-008","B0002YN49S","ニチガン(NICHIGAN) ミッフィー ブルーナ 文字あそび DB2210","138","price_down_1","Rule for 138 days (price_down_1)","3280","3247.0","0","0","0.0"
"250609-UX-N-T1-012--1-010","B00739MQSK","くもん出版(KUMON PUBLISHING) くもんのジグソーパズル STEP2 はやいぞ しんかんせん 知育玩具 おもちゃ 2歳以上 KUMON","138","price_down_1","Rule for 138 days (price_down_1)","2037","2017.0","0","0","0.0"
"250615-UX-N-C3-001--1-001","B009F2GCX8","ソニー マイクロUSBプラグ変換アダプター ウォークマン用 WMP-NWM10","132","price_down_1","Rule for 132 days (price_down_1)","8948","8859.0","0","0","0.0"
"250615-UX-N-C3-002--1-008","B00HWJDWMK","BUFFALO【iphone6 対応】11ac/n/a/b/g 無線LAN親機(Wi-Fiルーター)エアステーション QRsetup ハイパワー 866+300Mbps WHR-1166DHP (利用推奨環境3人・3LDK・2階建て)","132","price_down_1","Rule for 132 days (price_down_1)","2891","2862.0","0","0","0.0"
"250615-UX-N-C3-002--1-013","B0D8SBC4HR","［バンダイ(BANDAI)] レミン＆ソラン 魔法のプリンセスステップ ーラプンツェルー プリンセスステップドレッサー","132","price_down_1","Rule for 132 days (price_down_1)","3862","3823.0","0","0","0.0"
"250615-UX-N-C3-002-ta1980-1-010","B005ZA8D6I","maxell 録画用 BD-R 25GB 4倍速対応 プリンタブル ピンク 10枚入 BR25VFPKB.10S","132","price_down_1","Rule for 132 days (price_down_1)","3396","3362.0","0","0","0.0"
"250615-UX-N-C3-002-ta2198-1-005","B001UIEKYS","BUFFALO USB2.0用 外付けポータブルDVDドライブ DVSM-PN58U2V-BK","132","price_down_1","Rule for 132 days (price_down_1)","2911","2882.0","0","0","0.0"
"250615-UX-N-C3-003--1-021","B07L5LL6N9","ハナヤマ(HANAYAMA) ペントミノ 2D+3D 12x15x3cm かつのう","132","price_down_1","Rule for 132 days (price_down_1)","2328","2305.0","0","0","0.0"
"250615-UX-N-C3-003--3-022","B001A686TK","明治アポロチョコレートパズル","132","price_down_1","Rule for 132 days (price_down_1)","2891","2862.0","0","0","0.0"
"250615-UX-N-C3-003-ta5480-1-020","B07Y1SYDGR","くもん出版(KUMON PUBLISHING) NEW ひらがなつみき 木製 知育玩具 おもちゃ 3歳以上 KUMON","132","price_down_1","Rule for 132 days (price_down_1)","6541","6476.0","0","0","0.0"
"250615-UX-N-C3-004--1-023","B001QUFBEI","侍戦隊シンケンジャー 2モード変形 烈火大斬刀","132","price_down_1","Rule for 132 days (price_down_1)","5317","5264.0","0","0","0.0"
"250615-UX-N-C3-004--1-024","B0829SD6PR","パナソニック LEDランタン 乾電池エボルタ付き 電球色 ピンク BF-AL05N-P","132","price_down_1","Rule for 132 days (price_down_1)","3687","3650.0","0","0","0.0"
"250615-UX-N-C3-004--1-025","B001QEM38Q","1000ピース 世界全図 (50x75cm)","132","price_down_1","Rule for 132 days (price_down_1)","7743","7666.0","0","0","0.0"
"250615-UX-N-C3-005--2-027","B005KW8WTO","108ピース ジグソーパズル ディズニー ファンタジア ドリーム (18.2x25.7cm)","132","price_down_1","Rule for 132 days (price_down_1)","1746","1729.0","0","0","0.0"
"250615-UX-N-C3-005-ta2880-1-026","B088LQ1YRW","ビバリー 100ピース ジグソーパズル 学べるジグソーパズル みんなのプラレール大集合! (26×38cm) 100-021","132","price_down_1","Rule for 132 days (price_down_1)","3571","3535.0","0","0","0.0"
"250615-UX-N-C3-006--1-028","B002JLYR2U","ニチガン(NICHIGAN) ミッフィーブロックス","132","price_down_1","Rule for 132 days (price_down_1)","3396","3362.0","0","0","0.0"
"250615-UX-N-C3-006--1-030","B00PIHNWSC","コンビ Combi 紙おむつ処理ポット 強力防臭抗菌おむつポット ポイテック・においクルルンポイ 共用スペアカセット (旧型ポイテック本体専用 ※ポイテック アドバンス本体使用不可)","132","price_down_1","Rule for 132 days (price_down_1)","1631","1615.0","0","0","0.0"
"250615-UX-N-C3-006--1-031","B00940WOBU","パナソニック シリカ電球 LW100V36W 40W形","132","price_down_1","Rule for 132 days (price_down_1)","1164","1152.0","0","0","0.0"
"250615-UX-N-C3-006-ta2980-1-029","B089P8QZGZ","ジョイパレット ワンワンとうーたん リズムでレッスン♪ ワンワンの メロディマット","132","price_down_1","Rule for 132 days (price_down_1)","3396","3362.0","0","0","0.0"
"250621-1-004-NA","B00008AZYG","CANON プロフェッショナルフォトペーパー A4 PR-101A4","126","price_down_1","Rule for 126 days (price_down_1)","873","864.0","0","0","0.0"
"250621-1-022-TA9500","B000M5KVNY","仮面ライダー電王 アクションライナーシリーズ1~4 DXデンライナーゴウカ","126","price_down_1","Rule for 126 days (price_down_1)","10653","10546.0","0","0","0.0"
"250621-1-026-NA","B095R8DQ49","タカラトミーアーツ 自宅で本格! そば打ち名人","126","price_down_1","Rule for 126 days (price_down_1)","1921","1902.0","0","0","0.0"
"250621-1-029-NA","B001E3EOO0","木製パズルフレーム フラットパネル マリンブルー (26x38cm)","126","price_down_1","Rule for 126 days (price_down_1)","1455","1440.0","0","0","0.0"
"250621-11-027-NA","B01LYTP672","エポック社 2000スーパースモールピース ジグソーパズル イラスト/アート 世界の絵画 夜のカフェテラス (38×53cm) 54-006 のり付き ヘラ付き 点数券付き EPOCH","126","price_down_1","Rule for 126 days (price_down_1)","3862","3823.0","0","0","0.0"
"250621-2-002-TA4200","B015XA8OQ8","リカちゃん リカちゃんハウス ドレスルーム","126","price_down_1","Rule for 126 days (price_down_1)","6093","6032.0","0","0","0.0"
"250621-2-005-NA","B087QXLJ3Y","[バンダイ] 魔進戦隊キラメイジャー 閃輝ドリル DXシャイニーブレイカー","126","price_down_1","Rule for 126 days (price_down_1)","2134","2113.0","0","0","0.0"
"250621-2-006-TA5980","B001R1YRXW","レゴ (LEGO) デュプロ 楽しいどうぶつえん 7618 (旧バージョン)","126","price_down_1","Rule for 126 days (price_down_1)","7917","7838.0","0","0","0.0"
"250621-2-011-NA","B076LWQCVD","仮面ライダービルド DX仮面ライダーWフルボトルセット","126","price_down_1","Rule for 126 days (price_down_1)","2018","1998.0","0","0","0.0"
"250621-2-012-TA3500","B0002YN4HA","ニチガン(NICHIGAN) U1 無塗装つみき","126","price_down_1","Rule for 126 days (price_down_1)","4366","4322.0","0","0","0.0"
"250621-2-013-NA","B0083AF3ZG","Ed・Inter(エド・インター) 森のあそび道具 ままごといっぱいセット 500033","126","price_down_1","Rule for 126 days (price_down_1)","3668","3631.0","0","0","0.0"
"250621-2-017-NA","B00BC8E44M","ブロックラボ ブロックといっしょに遊べる! わいわいブロックドールセット(アンパンマン・ワールドブロックシリーズ)","126","price_down_1","Rule for 126 days (price_down_1)","3862","3823.0","0","0","0.0"
"250621-2-020-NA","B07V2GDM5S","ジョイパレット(JOYPALETTE) ワンワンとうーたん 手あそびいっぱい! くみたてへんしん☆わくわくボックスDX","126","price_down_1","Rule for 126 days (price_down_1)","5711","5654.0","0","0","0.0"
"250621-2-024-NA","B0083AF388","Ed・Inter(エド・インター) 森のあそび道具 音いっぱいつみき 803813","126","price_down_1","Rule for 126 days (price_down_1)","2406","2382.0","0","0","0.0"
"250621-2-034-NA","B07LCGCLC2","WN-DX1167R 360コネクト搭載867Mbps 対応Wi-Fiルーター","126","price_down_1","Rule for 126 days (price_down_1)","1921","1902.0","0","0","0.0"
"250621-2-035-NA","B07G11LBG1","エレコム WiFi 無線LAN ルーター 11ac ac1200 867+300Mbps IPv6対応 トレンドマイクロセキュリティ 3階建/4LDK デュアルバンド WRC-1167GST2","126","price_down_1","Rule for 126 days (price_down_1)","3377","3343.0","0","0","0.0"
"250621-2-038-NA","B00739MQSK","くもん出版(KUMON PUBLISHING) くもんのジグソーパズル STEP2 はやいぞ しんかんせん 知育玩具 おもちゃ 2歳以上 KUMON","126","price_down_1","Rule for 126 days (price_down_1)","1921","1902.0","0","0","0.0"
"250621-2-040-NA","B001183VGA","ハッピーキッチン ~かんたん楽しいパン作り~ こねパン","126","price_down_1","Rule for 126 days (price_down_1)","3086","3055.0","0","0","0.0"
"250621-2-045-NA","B073P55341","宇宙戦隊キュウレンジャー 変身回転剣 DXホウオウブレード&ホウオウシールド","126","price_down_1","Rule for 126 days (price_down_1)","3396","3362.0","0","0","0.0"
"250628-1-006-NA","B0030HSOLW","カクセー 紀州備長炭入り レンジdeおひつ 55-04501 約幅20×奥行19×高さ10.6cm","119","price_down_1","Rule for 119 days (price_down_1)","1727","1710.0","0","0","0.0"
"250628-1-019-NA","B0854QXPH1","バンダイ(BANDAI) 仮面ライダーゼロワン DXゼツメライズキーセット２","119","price_down_1","Rule for 119 days (price_down_1)","4754","4706.0","0","0","0.0"
"250628-1-024-NA","B001QBX78Y","パナソニック ミニレフ電球 110V 50W形 E17口金 50mm径 ホワイト LR110V50WSK","119","price_down_1","Rule for 119 days (price_down_1)","1741","1724.0","0","0","0.0"
"250628-1-042-NA","B06Y2PSWPM","リーベックス(Revex) ワイヤレス トーク インターホン 親機 玄関セット 介護 子育て ZS200MG","119","price_down_1","Rule for 119 days (price_down_1)","7763","7685.0","0","0","0.0"
"250628-11-015-NA","B000V2FCUA","タンゲ化学工業 立つ湯たんぽ オレンジ 2.6L 日本製 袋なし","119","price_down_1","Rule for 119 days (price_down_1)","1542","1527.0","0","0","0.0"
"250628-11-016-NA","B01MRE7EQK","ボーネルンド ナターン ( Nathan ) ファンラーニング ビルド・アップ・キューブ 3歳頃 NA310072","119","price_down_1","Rule for 119 days (price_down_1)","6657","6590.0","0","0","0.0"
"250628-11-018-NA","B08NXGRH32","ボーネルンド ベルダック (Beleduc) ファンラーニング ねじねじアタマのなかまたち 2歳頃 BE92249 赤、青、黄など","119","price_down_1","Rule for 119 days (price_down_1)","3804","3766.0","0","0","0.0"
"250628-2-003-NA","B09Y861N3N","[バンダイ] レジェンド変身ベルトシリーズ Vバックル","119","price_down_1","Rule for 119 days (price_down_1)","6792","6724.0","0","0","0.0"
"250628-2-008-NA","B000HD1O8M","アクロバティックボーイズ","119","price_down_1","Rule for 119 days (price_down_1)","3862","3823.0","0","0","0.0"
"250628-2-011-NA","B0177R5YKY","はじめてのつみき こいぬのかくれんぼ","119","price_down_1","Rule for 119 days (price_down_1)","3396","3362.0","0","0","0.0"
"250628-2-012-NA","4344979001","「へん」と「つくり」を合わせるゲーム 漢字はかせ ([バラエティ]) 馬場 雄二","119","price_down_1","Rule for 119 days (price_down_1)","3823","3785.0","0","0","0.0"
"250628-2-013-NA","B001C4ZGNE","コンビ 消毒じょ~ず & 衛生ケース HW","119","price_down_1","Rule for 119 days (price_down_1)","2911","2882.0","0","0","0.0"
"250628-2-020-NA","B00QEQZJIM","仮面ライダードライブ 開閉装填 DXドア銃","119","price_down_1","Rule for 119 days (price_down_1)","2194","2172.0","0","0","0.0"
"250628-2-029-NA","B001R1YRWI","レゴ (LEGO) デュプロ ぞうさんのバケツ 7614 (旧バージョン)","119","price_down_1","Rule for 119 days (price_down_1)","3862","3823.0","0","0","0.0"
"250628-2-031-NA","B001VA8LJ0","ジョイパレット(JOYPALETTE) アンパンマン NEW まるまるパズル","119","price_down_1","Rule for 119 days (price_down_1)","2309","2286.0","0","0","0.0"
"250628-2-034-NA","B07NV65X3V","ぽぽちゃんのランドリールーム リアルな洗たくき&変身ランドリーラック","119","price_down_1","Rule for 119 days (price_down_1)","4322","4279.0","0","0","0.0"
"250628-2-037-NA","B004QGW7GE","ポピュラープレイシングス (POPULAR PLAYTHINGS) みんなで笑って、はいチーズ! PPT70430","119","price_down_1","Rule for 119 days (price_down_1)","2426","2402.0","0","0","0.0"
"250628-2-039-NA","B014QI5AWY","仮面ライダーゴースト 4モード変形 DXガンガンセイバー","119","price_down_1","Rule for 119 days (price_down_1)","4312","4269.0","0","0","0.0"
"250628-2-040-NA","B09NLV96C1","[バンダイ] 暴太郎戦隊ドンブラザーズ DXドンブラスター(対象年齢:3歳以上)","119","price_down_1","Rule for 119 days (price_down_1)","3677","3640.0","0","0","0.0"
"250628-2-041-NA","B010N3KZ2Q","手裏剣戦隊ニンニンジャー シュリケン合体 DXライオンハオー","119","price_down_1","Rule for 119 days (price_down_1)","7645","7569.0","0","0","0.0"
"250628-2-045-NA","B08986S9NV","[バンダイ] ウルトラマンZ DXウルトラマンゼット最強なりきりセット","119","price_down_1","Rule for 119 days (price_down_1)","7723","7646.0","0","0","0.0"
"250628-2-050-NA","B01MUBAF7Z","宇宙戦隊キュウレンジャー 変身コントローラー DXセイザブラスター","119","price_down_1","Rule for 119 days (price_down_1)","4250","4208.0","0","0","0.0"
"250628-2-052-NA","B00739VYE2","特命戦隊ゴーバスターズ バスターギアシリーズ 02 イチガンバスター","119","price_down_1","Rule for 119 days (price_down_1)","2212","2190.0","0","0","0.0"
"250702-2-006","B00529SXEY","CG-WLNUP01N デバイスサーバ プリントサーバ機能搭載","115","price_down_1","Rule for 115 days (price_down_1)","5802","5744.0","0","0","0.0"
"250702-2-014-Q4","B01AUKUYE6","くもん出版 くもんのジグソーパズル STEP6 見てみよう!日本各地を走る電車・列車 知育玩具 おもちゃ 3.5歳以上 KUMON","115","price_down_1","Rule for 115 days (price_down_1)","3183","3151.0","0","0","0.0"
"250702-2-019","B00BTVH3M2","脳活キューブ","115","price_down_1","Rule for 115 days (price_down_1)","3183","3151.0","0","0","0.0"
"250702-2-021-Q4","B0160NDUMA","仮面ライダーゴースト グーパー拳銃 DXガンガンハンド","115","price_down_1","Rule for 115 days (price_down_1)","3862","3823.0","0","0","0.0"
"250705-1-002","B003YUHLDC","シリコン タジン鍋 20cm バレンシアオレンジ レシピ付","112","price_down_1","Rule for 112 days (price_down_1)","2920","2891.0","1","1","0.0"
"250705-1-008-Q4","B016B9GKMU","アガツマ(AGATSUMA) アンパンマン ふわっと大きなKOパンチ","112","price_down_1","Rule for 112 days (price_down_1)","4214","4172.0","1","1","0.0"
