"sku","days","action","reason","price","new_price","priceTrace","new_priceTrace"
"250628-1-006-NA","119","price_down_1","Rule for 119 days (price_down_1)","1744","1727.0","0","0"
"250628-1-007-NA","119","price_down_1","Rule for 119 days (price_down_1)","1764","1746.0","0","0"
"250628-1-019-NA","119","price_down_1","Rule for 119 days (price_down_1)","4802","4754.0","0","0"
"250628-1-024-NA","119","price_down_1","Rule for 119 days (price_down_1)","1759","1741.0","0","0"
"250628-1-042-NA","119","price_down_1","Rule for 119 days (price_down_1)","7841","7763.0","0","0"
"250628-11-015-NA","119","price_down_1","Rule for 119 days (price_down_1)","1558","1542.0","0","0"
"250628-11-016-NA","119","price_down_1","Rule for 119 days (price_down_1)","6724","6657.0","0","0"
"250628-11-018-NA","119","price_down_1","Rule for 119 days (price_down_1)","3842","3804.0","0","0"
"250628-2-003-NA","119","price_down_1","Rule for 119 days (price_down_1)","6861","6792.0","0","0"
"250628-2-008-NA","119","price_down_1","Rule for 119 days (price_down_1)","3901","3862.0","0","0"
"250628-2-011-NA","119","price_down_1","Rule for 119 days (price_down_1)","3430","3396.0","0","0"
"250628-2-012-NA","119","price_down_1","Rule for 119 days (price_down_1)","3862","3823.0","0","0"
"250628-2-013-NA","119","price_down_1","Rule for 119 days (price_down_1)","2940","2911.0","0","0"
"250628-2-020-NA","119","price_down_1","Rule for 119 days (price_down_1)","2216","2194.0","0","0"
"250628-2-029-NA","119","price_down_1","Rule for 119 days (price_down_1)","3901","3862.0","0","0"
"250628-2-031-NA","119","price_down_1","Rule for 119 days (price_down_1)","2332","2309.0","0","0"
"250628-2-034-NA","119","price_down_1","Rule for 119 days (price_down_1)","4366","4322.0","0","0"
"250628-2-037-NA","119","price_down_1","Rule for 119 days (price_down_1)","2450","2426.0","0","0"
"250628-2-039-NA","119","price_down_1","Rule for 119 days (price_down_1)","4356","4312.0","0","0"
"250628-2-040-NA","119","price_down_1","Rule for 119 days (price_down_1)","3714","3677.0","0","0"
"250628-2-041-NA","119","price_down_1","Rule for 119 days (price_down_1)","7722","7645.0","0","0"
"250628-2-045-NA","119","price_down_1","Rule for 119 days (price_down_1)","7801","7723.0","0","0"
"250628-2-050-NA","119","price_down_1","Rule for 119 days (price_down_1)","4293","4250.0","0","0"
"250628-2-052-NA","119","price_down_1","Rule for 119 days (price_down_1)","2234","2212.0","0","0"
"250702-2-006","115","price_down_1","Rule for 115 days (price_down_1)","5861","5802.0","0","0"
"250702-2-014-Q4","115","price_down_1","Rule for 115 days (price_down_1)","3215","3183.0","0","0"
"250702-2-019","115","price_down_1","Rule for 115 days (price_down_1)","3215","3183.0","0","0"
"250702-2-021-Q4","115","price_down_1","Rule for 115 days (price_down_1)","3901","3862.0","0","0"
"250705-1-002","112","price_down_1","Rule for 112 days (price_down_1)","2950","2920.0","1","1"
"250705-1-008-Q4","112","price_down_1","Rule for 112 days (price_down_1)","4257","4214.0","1","1"
"250705-11-005","112","price_down_1","Rule for 112 days (price_down_1)","1881","1862.0","1","1"
"250705-11-040","112","price_down_1","Rule for 112 days (price_down_1)","1386","1372.0","1","1"
"250705-2-007","112","price_down_1","Rule for 112 days (price_down_1)","2180","2158.0","1","1"
"250705-2-016-Q4","112","price_down_1","Rule for 112 days (price_down_1)","3544","3509.0","1","1"
"250705-2-020","112","price_down_1","Rule for 112 days (price_down_1)","3234","3202.0","1","1"
"250705-2-024","112","price_down_1","Rule for 112 days (price_down_1)","2352","2328.0","1","1"
"250705-2-031","112","price_down_1","Rule for 112 days (price_down_1)","2851","2822.0","1","1"
"250705-2-032-Q4","112","price_down_1","Rule for 112 days (price_down_1)","7180","7108.0","1","1"
"250705-2-037","112","price_down_1","Rule for 112 days (price_down_1)","3940","3901.0","1","1"
"250705-2-039-Q4","112","price_down_1","Rule for 112 days (price_down_1)","4158","4116.0","1","1"
"250705-2-047-Q4","112","price_down_1","Rule for 112 days (price_down_1)","3901","3862.0","1","1"
"250713-1-006","104","price_down_1","Rule for 104 days (price_down_1)","3465","3430.0","1","1"
"250713-1-020","104","price_down_1","Rule for 104 days (price_down_1)","3960","3920.0","1","1"
"250713-1-022","104","price_down_1","Rule for 104 days (price_down_1)","1700","1683.0","1","1"
"250713-11-021","104","price_down_1","Rule for 104 days (price_down_1)","5742","5685.0","1","1"
"250713-11-023","104","price_down_1","Rule for 104 days (price_down_1)","2950","2920.0","1","1"
"250713-2-001","104","price_down_1","Rule for 104 days (price_down_1)","2970","2940.0","1","1"
"250713-2-002","104","price_down_1","Rule for 104 days (price_down_1)","7500","7425.0","1","1"
"250713-2-004","104","price_down_1","Rule for 104 days (price_down_1)","4158","4116.0","1","1"
"250713-2-010","104","price_down_1","Rule for 104 days (price_down_1)","3901","3862.0","1","1"
"250713-2-012","104","price_down_1","Rule for 104 days (price_down_1)","2398","2374.0","1","1"
"250713-2-013","104","price_down_1","Rule for 104 days (price_down_1)","4633","4587.0","1","1"
"250713-2-014","104","price_down_1","Rule for 104 days (price_down_1)","6533","6468.0","1","1"
"250713-2-018","104","price_down_1","Rule for 104 days (price_down_1)","3914","3875.0","1","1"
"250713-2-026","104","price_down_1","Rule for 104 days (price_down_1)","2065","2044.0","1","1"
"250713-2-027","104","price_down_1","Rule for 104 days (price_down_1)","7280","7207.0","1","1"
"250713-2-028","104","price_down_1","Rule for 104 days (price_down_1)","2851","2822.0","1","1"
"250713-2-029","104","price_down_1","Rule for 104 days (price_down_1)","2940","2911.0","1","1"
"250713-2-033","104","price_down_1","Rule for 104 days (price_down_1)","3380","3346.0","1","1"
"250713-2-035","104","price_down_1","Rule for 104 days (price_down_1)","3295","3262.0","1","1"
"250720-1-012-Q4","97","price_down_1","Rule for 97 days (price_down_1)","9900","9801.0","1","1"
"250720-1-013","97","price_down_1","Rule for 97 days (price_down_1)","1480","1465.0","1","1"
"250720-11-025","97","price_down_1","Rule for 97 days (price_down_1)","2980","2950.0","1","1"
"250720-2-011-Q4","97","price_down_1","Rule for 97 days (price_down_1)","2180","2158.0","1","1"
"250720-2-017","97","price_down_1","Rule for 97 days (price_down_1)","3234","3202.0","1","1"
"250720-2-023-Q4","97","price_down_1","Rule for 97 days (price_down_1)","5740","5683.0","1","1"
"250720-2-024-Q4","97","price_down_1","Rule for 97 days (price_down_1)","3080","3049.0","1","1"
"250720-2-026-Q4","97","price_down_1","Rule for 97 days (price_down_1)","5800","5742.0","1","1"
"250727-1-002","90","priceTrace","Rule for 90 days (priceTrace)","4000","4000.0","1","1.0"
"250727-2-001","90","priceTrace","Rule for 90 days (priceTrace)","2180","2180.0","1","1.0"
"250727-2-007","90","priceTrace","Rule for 90 days (priceTrace)","2455","2455.0","1","1.0"
"250727-2-008","90","priceTrace","Rule for 90 days (priceTrace)","5480","5480.0","1","1.0"
"250727-2-015-Q4","90","priceTrace","Rule for 90 days (priceTrace)","3643","3643.0","1","1.0"
"250727-2-019-Q4","90","priceTrace","Rule for 90 days (priceTrace)","3445","3445.0","1","1.0"
"250727-2-021","90","priceTrace","Rule for 90 days (priceTrace)","2580","2580.0","1","1.0"
"250727-2-024-Q4","90","priceTrace","Rule for 90 days (priceTrace)","7800","7800.0","1","1.0"
"250727-2-028-Q4","90","priceTrace","Rule for 90 days (priceTrace)","4300","4300.0","1","1.0"
"250727-2-029-Q4","90","priceTrace","Rule for 90 days (priceTrace)","7980","7980.0","1","1.0"
"250727-2-030-Q4","90","priceTrace","Rule for 90 days (priceTrace)","4480","4480.0","1","1.0"
"250727-2-031-Q4","90","priceTrace","Rule for 90 days (priceTrace)","9181","9181.0","1","1.0"
"250727-2-033","90","priceTrace","Rule for 90 days (priceTrace)","2800","2800.0","1","1.0"
"250727-2-036-Q4","90","priceTrace","Rule for 90 days (priceTrace)","4300","4300.0","1","1.0"
"250727-3-012","90","priceTrace","Rule for 90 days (priceTrace)","2280","2280.0","1","1.0"
"250805-2-003","81","priceTrace","Rule for 81 days (priceTrace)","8580","8580.0","1","1.0"
"250805-2-004","81","priceTrace","Rule for 81 days (priceTrace)","4727","4727.0","1","1.0"
"250805-2-005-Q4","81","priceTrace","Rule for 81 days (priceTrace)","4980","4980.0","1","1.0"
"250805-2-007-Q4","81","priceTrace","Rule for 81 days (priceTrace)","12980","12980.0","1","1.0"
"250805-2-008","81","priceTrace","Rule for 81 days (priceTrace)","4800","4800.0","1","1.0"
"250805-2-010-Q3","81","priceTrace","Rule for 81 days (priceTrace)","5080","5080.0","1","1.0"
"250805-2-012-Q4","81","priceTrace","Rule for 81 days (priceTrace)","13000","13000.0","1","1.0"
"250805-2-014-Q4","81","priceTrace","Rule for 81 days (priceTrace)","7800","7800.0","1","1.0"
"250805-2-018","81","priceTrace","Rule for 81 days (priceTrace)","1980","1980.0","1","1.0"
"250805-2-019","81","priceTrace","Rule for 81 days (priceTrace)","2500","2500.0","1","1.0"
"250805-2-023-Q4","81","priceTrace","Rule for 81 days (priceTrace)","9600","9600.0","1","1.0"
"250805-2-024-Q4","81","priceTrace","Rule for 81 days (priceTrace)","3380","3380.0","1","1.0"
"250805-2-025","81","priceTrace","Rule for 81 days (priceTrace)","2851","2851.0","1","1.0"
"250805-2-026-Q4","81","priceTrace","Rule for 81 days (priceTrace)","5500","5500.0","1","1.0"
"250805-2-027","81","priceTrace","Rule for 81 days (priceTrace)","5980","5980.0","1","1.0"
"250805-2-029","81","priceTrace","Rule for 81 days (priceTrace)","3840","3840.0","1","1.0"
"250810-1-001","76","priceTrace","Rule for 76 days (priceTrace)","2350","2350.0","1","1.0"
"250810-1-045","76","priceTrace","Rule for 76 days (priceTrace)","2500","2500.0","1","1.0"
"250810-1-054","76","priceTrace","Rule for 76 days (priceTrace)","2980","2980.0","1","1.0"
"250810-11-006","76","priceTrace","Rule for 76 days (priceTrace)","4358","4358.0","1","1.0"
"250810-11-048","76","priceTrace","Rule for 76 days (priceTrace)","1089","1089.0","1","1.0"
"250810-11-055","76","priceTrace","Rule for 76 days (priceTrace)","4980","4980.0","1","1.0"
"250810-2-002","76","priceTrace","Rule for 76 days (priceTrace)","4980","4980.0","1","1.0"
"250810-2-003","76","priceTrace","Rule for 76 days (priceTrace)","2941","2941.0","1","1.0"
"250810-2-013","76","priceTrace","Rule for 76 days (priceTrace)","2000","2000.0","1","1.0"
"250810-2-015-Q4","76","priceTrace","Rule for 76 days (priceTrace)","2980","2980.0","1","1.0"
"250810-2-016-Q4","76","priceTrace","Rule for 76 days (priceTrace)","2880","2880.0","1","1.0"
"250810-2-024","76","priceTrace","Rule for 76 days (priceTrace)","3980","3980.0","1","1.0"
"250810-2-026","76","priceTrace","Rule for 76 days (priceTrace)","1400","1400.0","1","1.0"
"250810-2-027","76","priceTrace","Rule for 76 days (priceTrace)","1700","1700.0","1","1.0"
"250810-2-030","76","priceTrace","Rule for 76 days (priceTrace)","2980","2980.0","1","1.0"
"250810-2-032","76","priceTrace","Rule for 76 days (priceTrace)","7980","7980.0","1","1.0"
"250810-2-035","76","priceTrace","Rule for 76 days (priceTrace)","2970","2970.0","1","1.0"
"250810-2-038-Q4","76","priceTrace","Rule for 76 days (priceTrace)","6480","6480.0","1","1.0"
"250810-2-042-Q4","76","priceTrace","Rule for 76 days (priceTrace)","9980","9980.0","1","1.0"
"250816-1-016","70","priceTrace","Rule for 70 days (priceTrace)","1980","1980.0","1","1.0"
"250816-1-019","70","priceTrace","Rule for 70 days (priceTrace)","3850","3850.0","1","1.0"
"250816-11-002","70","priceTrace","Rule for 70 days (priceTrace)","1477","1477.0","1","1.0"
"250816-11-014","70","priceTrace","Rule for 70 days (priceTrace)","2480","2480.0","1","1.0"
"250816-2-003","70","priceTrace","Rule for 70 days (priceTrace)","2680","2680.0","1","1.0"
"250816-2-004","70","priceTrace","Rule for 70 days (priceTrace)","2500","2500.0","1","1.0"
"250816-2-005","70","priceTrace","Rule for 70 days (priceTrace)","4500","4500.0","1","1.0"
"250816-2-006","70","priceTrace","Rule for 70 days (priceTrace)","4280","4280.0","1","1.0"
"250816-2-020-Q4","70","priceTrace","Rule for 70 days (priceTrace)","7580","7580.0","1","1.0"
"250816-2-021-Q4","70","priceTrace","Rule for 70 days (priceTrace)","7824","7824.0","1","1.0"
"250816-2-022","70","priceTrace","Rule for 70 days (priceTrace)","3980","3980.0","1","1.0"
"250816-2-024","70","priceTrace","Rule for 70 days (priceTrace)","2200","2200.0","1","1.0"
"250816-2-026","70","priceTrace","Rule for 70 days (priceTrace)","8800","8800.0","1","1.0"
"250816-2-030","70","priceTrace","Rule for 70 days (priceTrace)","2178","2178.0","1","1.0"
"250816-2-032","70","priceTrace","Rule for 70 days (priceTrace)","3800","3800.0","1","1.0"
"250816-3-025","70","priceTrace","Rule for 70 days (priceTrace)","4580","4580.0","1","1.0"
"250816-3-028","70","priceTrace","Rule for 70 days (priceTrace)","4000","4000.0","1","1.0"
"250830-1-006","56","priceTrace","Rule for 56 days (priceTrace)","2800","2800.0","1","1.0"
"250830-1-007","56","priceTrace","Rule for 56 days (priceTrace)","3800","3800.0","1","1.0"
"250830-1-018","56","priceTrace","Rule for 56 days (priceTrace)","11158","11158.0","1","1.0"
"250830-1-030","56","priceTrace","Rule for 56 days (priceTrace)","2380","2380.0","1","1.0"
"250830-11-004","56","priceTrace","Rule for 56 days (priceTrace)","1980","1980.0","1","1.0"
"250830-2-001","56","priceTrace","Rule for 56 days (priceTrace)","5832","5832.0","1","1.0"
"250830-2-008-Q4","56","priceTrace","Rule for 56 days (priceTrace)","3680","3680.0","1","1.0"
"250830-2-009","56","priceTrace","Rule for 56 days (priceTrace)","3500","3500.0","1","1.0"
"250830-2-011","56","priceTrace","Rule for 56 days (priceTrace)","3380","3380.0","1","1.0"
"250830-2-020-Q4","56","priceTrace","Rule for 56 days (priceTrace)","6480","6480.0","1","1.0"
"250830-2-021-Q4","56","priceTrace","Rule for 56 days (priceTrace)","4580","4580.0","1","1.0"
"250830-2-023","56","priceTrace","Rule for 56 days (priceTrace)","3747","3747.0","1","1.0"
"250830-2-024","56","priceTrace","Rule for 56 days (priceTrace)","1480","1480.0","1","1.0"
"250830-2-026-Q4","56","priceTrace","Rule for 56 days (priceTrace)","4500","4500.0","1","1.0"
"250830-2-028-Q3","56","priceTrace","Rule for 56 days (priceTrace)","1998","1998.0","1","1.0"
"250830-2-031-Q4","56","priceTrace","Rule for 56 days (priceTrace)","5965","5965.0","1","1.0"
"250830-2-032-Q4","56","priceTrace","Rule for 56 days (priceTrace)","4925","4925.0","1","1.0"
"250830-2-034","56","priceTrace","Rule for 56 days (priceTrace)","1970","1970.0","1","1.0"
"250830-2-035","56","priceTrace","Rule for 56 days (priceTrace)","1980","1980.0","1","1.0"
"250830-2-038-Q4","56","priceTrace","Rule for 56 days (priceTrace)","2084","2084.0","1","1.0"
"250830-3-016-Q4","56","priceTrace","Rule for 56 days (priceTrace)","6600","6600.0","1","1.0"
"250830-3-037-Q4","56","priceTrace","Rule for 56 days (priceTrace)","4480","4480.0","1","1.0"
"250906-1-007","49","priceTrace","Rule for 49 days (priceTrace)","3445","3445.0","1","1.0"
"250906-1-011","49","priceTrace","Rule for 49 days (priceTrace)","2200","2200.0","1","1.0"
"250906-1-023-Q4","49","priceTrace","Rule for 49 days (priceTrace)","12000","12000.0","1","1.0"
"250906-1-024","49","priceTrace","Rule for 49 days (priceTrace)","5200","5200.0","1","1.0"
"250906-1-044","49","priceTrace","Rule for 49 days (priceTrace)","4980","4980.0","1","1.0"
"250906-11-005-Q4","49","priceTrace","Rule for 49 days (priceTrace)","11200","11200.0","1","1.0"
"250906-11-010","49","priceTrace","Rule for 49 days (priceTrace)","1881","1881.0","1","1.0"
